1:1;0,017986;0,026515;0,022930;0,047031;0,149864;0,111175;0,288807;0,291775;0,016557;0,015399;0,012956;0,009207;0,043001;0,047089
1:2;0,019884;0,028529;0,025644;0,049986;0,195805;0,159467;0,365687;0,356110;0,017799;0,016010;0,013629;0,009532;0,045148;0,049289
1:4;0,020529;0,029440;0,026391;0,051307;0,246955;0,211470;0,452519;0,433943;0,018243;0,016332;0,013939;0,009712;0,045797;0,050081
1:6;0,020012;0,029362;0,026155;0,052580;0,282357;0,246083;0,524800;0,504980;0,018095;0,016463;0,013833;0,009759;0,044550;0,048958
1:10;0,020159;0,028904;0,026659;0,050505;0,316894;0,283132;0,541061;0,551870;0,017818;0,016020;0,013381;0,009520;0,045274;0,049747
1:24;0,020381;0,030156;0,026807;0,054540;0,411457;0,379766;0,638967;0,670005;0,017977;0,016674;0,013523;0,009842;0,045128;0,049764
